playerID,awardID,yearID,lgID,tie,notes
poseybu01,TSN All-Star,2016,NL,,C
freemfr01,TSN All-Star,2016,NL,,1B
murphda08,TSN All-Star,2016,NL,,2B
seageco01,TSN All-Star,2016,NL,,SS
bryankr01,TSN All-Star,2016,NL,,3B
yelicch01,TSN All-Star,2016,NL,,OF
cespeyo01,TSN All-Star,2016,NL,,OF
martest01,TSN All-Star,2016,NL,,OF
scherma01,TSN All-Star,2016,NL,,SP
janseke01,TSN All-Star,2016,NL,,RP
perezsa02,TSN All-Star,2016,AL,,C
cabremi01,TSN All-Star,2016,AL,,1B
altuvjo01,TSN All-Star,2016,AL,,2B
lindofr01,TSN All-Star,2016,AL,,SS
donaljo02,TSN All-Star,2016,AL,,3B
troutmi01,TSN All-Star,2016,AL,,OF
bettsmo01,TSN All-Star,2016,AL,,OF
bradlja02,TSN All-Star,2016,AL,,OF
ortizda01,TSN All-Star,2016,AL,,DH
klubeco01,TSN All-Star,2016,AL,,SP
brittza01,TSN All-Star,2016,AL,,RP
hollagr01,Reliever of the Year Award,2014,AL,,
kimbrcr01,Reliever of the Year Award,2014,NL,,
melanma01,Reliever of the Year Award,2015,NL,,
millean01,Reliever of the Year Award,2015,AL,,
altuvjo01,Most Valuable Player,2017,AL,,
stantmi03,Most Valuable Player,2017,NL,,
klubeco01,Cy Young Award,2017,AL,,
scherma01,Cy Young Award,2017,NL,,
judgeaa01,Rookie of the Year,2017,AL,,
bellico01,Rookie of the Year,2017,NL,,
rizzoan01,Roberto Clemente Award,2017,ML,,
altuvjo01,Hank Aaron Award,2017,AL,,
stantmi03,Hank Aaron Award,2017,NL,,
sanchga02,Silver Slugger,2017,AL,,C
hosmeer01,Silver Slugger,2017,AL,,1B
altuvjo01,Silver Slugger,2017,AL,,2B
ramirjo01,Silver Slugger,2017,AL,,3B
lindofr01,Silver Slugger,2017,AL,,SS
judgeaa01,Silver Slugger,2017,AL,,OF
springe01,Silver Slugger,2017,AL,,OF
uptonju01,Silver Slugger,2017,AL,,OF
cruzne02,Silver Slugger,2017,AL,,DH
poseybu01,Silver Slugger,2017,NL,,C
goldspa01,Silver Slugger,2017,NL,,1B
murphda08,Silver Slugger,2017,NL,,2B
arenano01,Silver Slugger,2017,NL,,3B
seageco01,Silver Slugger,2017,NL,,SS
stantmi03,Silver Slugger,2017,NL,,OF
ozunama01,Silver Slugger,2017,NL,,OF
blackch02,Silver Slugger,2017,NL,,OF
wainwad01,Silver Slugger,2017,NL,,P
maldoma01,Gold Glove,2017,AL,,C
hosmeer01,Gold Glove,2017,AL,,1B
doziebr01,Gold Glove,2017,AL,,2B
longoev01,Gold Glove,2017,AL,,3B
simmoan01,Gold Glove,2017,AL,,SS
gordoal01,Gold Glove,2017,AL,,LF
buxtoby01,Gold Glove,2017,AL,,CF
bettsmo01,Gold Glove,2017,AL,,RF
stromma01,Gold Glove,2017,AL,,P
barnhtu01,Gold Glove,2017,NL,,C
goldspa01,Gold Glove,2017,NL,,1B
lemahdj01,Gold Glove,2017,NL,,2B
arenano01,Gold Glove,2017,NL,,3B
crawfbr01,Gold Glove,2017,NL,,SS
ozunama01,Gold Glove,2017,NL,,LF
inciaen01,Gold Glove,2017,NL,,CF
heywaja01,Gold Glove,2017,NL,,RF
greinza01,Gold Glove,2017,NL,,P
springe01,World Series MVP,2017,ML,,
verlaju01,ALCS MVP,2017,AL,,
turneju01,NLCS MVP,2017,NL,Y,Co-MVP
tayloch03,NLCS MVP,2017,NL,Y,Co-MVP
moustmi01,Comeback Player of the Year,2017,AL,,
zimmery01,Comeback Player of the Year,2017,NL,,
cruzne02,Outstanding DH Award,2017,,,
kimbrcr01,Reliever of the Year Award,2017,AL,,
janseke01,Reliever of the Year Award,2017,NL,,
sanchga02,TSN All-Star,2017,AL,,C
hosmeer01,TSN All-Star,2017,AL,,1B
altuvjo01,TSN All-Star,2017,AL,,2B
lindofr01,TSN All-Star,2017,AL,,SS
judgeaa01,TSN All-Star,2017,AL,,OF
bettsmo01,TSN All-Star,2017,AL,,OF
troutmi01,TSN All-Star,2017,AL,,OF
cruzne02,TSN All-Star,2017,AL,,DH
salech01,TSN All-Star,2017,AL,,SP
kimbrcr01,TSN All-Star,2017,AL,,RP
poseybu01,TSN All-Star,2017,NL,,C
vottojo01,TSN All-Star,2017,NL,,1B
murphda08,TSN All-Star,2017,NL,,2B
rendoan01,TSN All-Star,2017,NL,,3B
seageco01,TSN All-Star,2017,NL,,SS
stantmi03,TSN All-Star,2017,NL,,OF
blackch02,TSN All-Star,2017,NL,,OF
ozunama01,TSN All-Star,2017,NL,,OF
scherma01,TSN All-Star,2017,NL,,SP
janseke01,TSN All-Star,2017,NL,,RP
